,type,id,description,cwe_counts,repos
261,variant,111,Direct Use of Unsafe JNI,117,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
262,variant,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting'),131,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
263,variant,129,Improper Validation of Array Index,117,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
264,variant,187,Partial String Comparison,2,['catboost']
265,variant,297,Improper Validation of Certificate with Host Mismatch,6,"['ray', 'catboost']"
266,variant,298,Improper Validation of Certificate Expiration,6,"['ray', 'catboost']"
267,variant,313,Cleartext Storage in a File or on Disk,157,"['determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer']"
268,variant,314,Cleartext Storage in the Registry,157,"['determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer']"
269,variant,315,Cleartext Storage of Sensitive Information in a Cookie,157,"['determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer']"
270,variant,316,Cleartext Storage of Sensitive Information in Memory,157,"['determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer']"
271,variant,317,Cleartext Storage of Sensitive Information in GUI,157,"['determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer']"
272,variant,318,Cleartext Storage of Sensitive Information in Executable,157,"['determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer']"
273,variant,498,Cloneable Class Containing Sensitive Information,59,"['determined', 'sinabs', 'mlflow', 'ray', 'gan', 'bokeh', 'detectron2', 'spaCy', 'pytorch', 'pytorch-lightning', 'bentoml', 'pyss3', 'aim', 'ColossalAI', 'pytorch_geometric', 'LightGBM', 'catboost', 'feast']"
274,variant,499,Serializable Class Containing Sensitive Data,59,"['determined', 'sinabs', 'mlflow', 'ray', 'gan', 'bokeh', 'detectron2', 'spaCy', 'pytorch', 'pytorch-lightning', 'bentoml', 'pyss3', 'aim', 'ColossalAI', 'pytorch_geometric', 'LightGBM', 'catboost', 'feast']"
275,variant,526,Cleartext Storage of Sensitive Information in an Environment Variable,157,"['determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer']"
276,variant,548,Exposure of Information Through Directory Listing,78,"['ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN']"
277,variant,550,Server-generated Error Message Containing Sensitive Information,78,"['ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN']"
278,variant,599,Missing Validation of OpenSSL Certificate,6,"['ray', 'catboost']"
279,variant,600,Uncaught Exception in Servlet,78,"['ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN']"
280,variant,622,Improper Validation of Function Hook Arguments,117,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
281,variant,644,Improper Neutralization of HTTP Headers for Scripting Syntax,19,"['mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning']"
282,variant,759,Use of a One-Way Hash without a Salt,12,"['couler', 'determined', 'ray', 'litellm', 'streamlit', 'catboost']"
283,variant,760,Use of a One-Way Hash with a Predictable Salt,12,"['couler', 'determined', 'ray', 'litellm', 'streamlit', 'catboost']"
284,variant,780,Use of RSA Algorithm without OAEP,24,"['couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost']"
285,variant,785,Use of Path Manipulation Function without Maximum-sized Buffer,117,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
286,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,238,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'determined', 'sinabs', 'mlflow', 'ray', 'gan', 'bokeh', 'detectron2', 'spaCy', 'pytorch', 'pytorch-lightning', 'bentoml', 'pyss3', 'aim', 'ColossalAI', 'pytorch_geometric', 'LightGBM', 'catboost', 'feast', 'open-webui', 'cornac', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
287,view,884,CWE Cross-section,509,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning', 'ray', 'machine-learning', 'open-webui', 'litellm', 'danswerai', 'pytorch', 'mindsdb', 'deepface', 'blaze', 'evidently', 'superset', 'DIGITS', 'ColossalAI', 'catboost', 'joliGEN', 'face_recognition', 'DIGITS', 'superset', 'open-webui', 'cornac', 'open-webui', 'cornac', 'ray', 'superset', 'mars', 'catboost', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost']"
288,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,254,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'determined', 'sinabs', 'mlflow', 'ray', 'gan', 'bokeh', 'detectron2', 'spaCy', 'pytorch', 'pytorch-lightning', 'bentoml', 'pyss3', 'aim', 'ColossalAI', 'pytorch_geometric', 'LightGBM', 'catboost', 'feast', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'couler', 'determined', 'ray', 'litellm', 'mindsdb', 'streamlit', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost']"
289,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,282,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'determined', 'sinabs', 'mlflow', 'ray', 'gan', 'bokeh', 'detectron2', 'spaCy', 'pytorch', 'pytorch-lightning', 'bentoml', 'pyss3', 'aim', 'ColossalAI', 'pytorch_geometric', 'LightGBM', 'catboost', 'feast', 'open-webui', 'cornac', 'ray', 'superset', 'mars', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'ray', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost']"
290,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,248,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'determined', 'sinabs', 'mlflow', 'ray', 'gan', 'bokeh', 'detectron2', 'spaCy', 'pytorch', 'pytorch-lightning', 'bentoml', 'pyss3', 'aim', 'ColossalAI', 'pytorch_geometric', 'LightGBM', 'catboost', 'feast', 'ray', 'superset', 'mars', 'open-webui', 'danswerai', 'cortex', 'mindsdb', 'deepface', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
291,view,1340,CISQ Data Protection Measures,264,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning', 'ray', 'superset', 'mars', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer', 'determined', 'mlflow', 'ray', 'bokeh', 'open-webui', 'xgboost', 'litellm', 'cortex', 'DI-engine', 'mindsdb', 'langflow', 'streamlit', 'aim', 'catboost', 'feast', 'typer']"
292,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,276,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'determined', 'sinabs', 'mlflow', 'ray', 'gan', 'bokeh', 'detectron2', 'spaCy', 'pytorch', 'pytorch-lightning', 'bentoml', 'pyss3', 'aim', 'ColossalAI', 'pytorch_geometric', 'LightGBM', 'catboost', 'feast', 'open-webui', 'cornac', 'ray', 'superset', 'mars', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost']"
293,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,227,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'open-webui', 'cornac', 'ray', 'superset', 'mars', 'open-webui', 'danswerai', 'cortex', 'mindsdb', 'deepface', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'ray', 'transformers', 'scikit-learn-intelex', 'open-webui', 'deeplake', 'litellm', 'danswerai', 'langflow', 'DIGITS', 'streamlit', 'numpy', 'gensim', 'catboost']"
294,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,192,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'open-webui', 'cornac', 'ray', 'superset', 'mars', 'open-webui', 'danswerai', 'cortex', 'mindsdb', 'deepface', 'machine-learning', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost', 'mlflow', 'open-webui', 'litellm', 'danswerai', 'mindsdb', 'pytorch-lightning', 'deepface', 'PyTorchCV', 'DIGITS', 'streamlit', 'aim', 'xcessiv', 'joliGEN', 'danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
